WORK_RECOMMENDATION_DTL_ID,MP_NAME,IDA_NAME,WORK_CATEGORY,WORK_DESCRIPTION,VENDOR_NAME,RECIPIENT_TYPE,RECOMMENDATION_DATE,SANCTION_DATE,ACTUAL_END_DATE,SANCTION_AMOUNT,FUND_DISBURSED_AMT,IS_SC_AREA,IS_ST_AREA,IS_TRIBAL_TRUST,FY,days_to_sanction,days_to_complete,days_since_recommendation,is_completed_flag
100292,MP_2,District_1,Community Hall,Standard public infrastructure work,Vendor_15,Government Agency,2024-10-05,2024-10-29,2025-02-02,945111.93,945111.93,True,False,False,2024-25,24,96,239,True
100293,MP_9,District_1,Street Lighting,Standard public infrastructure work,Vendor_3,Government Agency,2024-12-16,2024-12-27,2025-09-03,196016.35,196016.35,True,False,False,2024-25,11,250,167,True
100294,MP_6,District_3,Community Hall,Standard public infrastructure work,Vendor_8,Government Agency,2024-08-01,2024-09-24,2025-07-04,812814.46,812814.46,True,False,False,2024-25,54,283,304,True
100295,MP_6,District_2,Drinking Water,Standard public infrastructure work,Vendor_2,Government Agency,2024-04-13,2024-06-03,2024-12-03,293935.41,293935.41,False,True,False,2024-25,51,183,414,True
100296,MP_8,District_4,Road Construction,Standard public infrastructure work,Vendor_7,Government Agency,2024-11-19,2024-12-25,2025-06-20,913331.8,913331.8,False,False,False,2024-25,36,177,194,True
100297,MP_5,District_5,School Infrastructure,Standard public infrastructure work,Vendor_19,Government Agency,2024-09-30,2024-10-28,2025-02-21,797730.79,797730.79,False,False,False,2024-25,28,116,244,True
100298,MP_7,District_2,Road Construction,Standard public infrastructure work,Vendor_4,Government Agency,2024-05-23,2024-07-03,2024-12-23,1083195.5,1083195.5,False,False,False,2024-25,41,173,374,True
100299,MP_8,District_4,School Infrastructure,Standard public infrastructure work,Vendor_8,Government Agency,2024-12-04,2024-12-31,2025-03-12,925527.49,925527.49,False,False,False,2024-25,27,71,179,True
100300,MP_2,District_3,Drinking Water,Standard public infrastructure work,Vendor_12,Government Agency,2025-01-19,2025-03-18,2025-08-17,260837.96,260837.96,True,False,False,2024-25,58,152,133,True
100301,MP_1,District_2,Drinking Water,Standard public infrastructure work,Vendor_6,Government Agency,2024-08-17,2024-08-31,2025-04-19,290382.95,290382.95,False,False,False,2024-25,14,231,288,True
100302,MP_9,District_1,Community Hall,Standard public infrastructure work,Vendor_19,Government Agency,2024-06-22,2024-07-05,2024-12-11,928352.99,928352.99,False,False,False,2024-25,13,159,344,True
100303,MP_1,District_4,Community Hall,Standard public infrastructure work,Vendor_5,Government Agency,2024-11-03,2024-11-29,2025-08-01,822755.37,822755.37,True,False,False,2024-25,26,245,210,True
100304,MP_8,District_2,School Infrastructure,Standard public infrastructure work,Vendor_11,Government Agency,2024-07-03,2024-08-25,2024-11-03,925853.44,925853.44,False,False,False,2024-25,53,70,333,True
100305,MP_9,District_5,Street Lighting,Standard public infrastructure work,Vendor_19,Government Agency,2024-04-28,2024-05-26,2024-12-11,252563.9,252563.9,False,False,False,2024-25,28,199,399,True
100306,MP_9,District_3,Road Construction,Standard public infrastructure work,Vendor_14,Government Agency,2024-08-15,2024-09-30,2025-04-18,1148449.46,1148449.46,False,False,False,2024-25,46,200,290,True
100307,MP_9,District_3,Drinking Water,Standard public infrastructure work,Vendor_4,Government Agency,2024-11-02,2024-12-26,2025-05-21,314733.89,314733.89,False,False,False,2024-25,54,146,211,True
100308,MP_8,District_4,Road Construction,Standard public infrastructure work,Vendor_3,Government Agency,2024-04-21,2024-05-21,2024-08-16,1393531.67,1393531.67,False,False,False,2024-25,30,87,406,True
100309,MP_3,District_5,Drinking Water,Standard public infrastructure work,Vendor_17,Government Agency,2024-05-16,2024-06-04,2024-09-24,238408.3,238408.3,False,False,False,2024-25,19,112,381,True
100310,MP_5,District_2,Drinking Water,Standard public infrastructure work,Vendor_4,Government Agency,2024-11-14,2024-12-05,2025-08-03,261341.04,261341.04,False,False,False,2024-25,21,241,199,True
100311,MP_10,District_4,Road Construction,Standard public infrastructure work,Vendor_6,Government Agency,2024-07-13,2024-07-23,2024-12-13,1415160.5,1415160.5,False,False,False,2024-25,10,143,323,True
100312,MP_10,District_4,Community Hall,Standard public infrastructure work,Vendor_10,Government Agency,2024-08-31,2024-10-13,2025-05-25,880743.35,880743.35,False,True,False,2024-25,43,224,274,True
100313,MP_1,District_2,Street Lighting,Standard public infrastructure work,Vendor_12,Government Agency,2024-08-13,2024-09-07,2025-06-01,272193.03,272193.03,False,False,False,2024-25,25,267,292,True
100314,MP_4,District_3,Drinking Water,Standard public infrastructure work,Vendor_11,Government Agency,2024-10-12,2024-10-29,2025-02-10,316704.58,316704.58,False,False,False,2024-25,17,104,232,True
100315,MP_9,District_5,Road Construction,Standard public infrastructure work,Vendor_2,Government Agency,2024-11-04,2024-12-11,2025-09-01,1407582.94,1407582.94,False,False,False,2024-25,37,264,209,True
100316,MP_4,District_2,Drinking Water,Standard public infrastructure work,Vendor_5,Government Agency,2024-04-17,2024-05-07,2024-11-25,395689.6,395689.6,False,False,False,2024-25,20,202,410,True
100317,MP_10,District_4,Road Construction,Standard public infrastructure work,Vendor_10,Government Agency,2024-06-07,2024-07-31,2024-12-20,1277935.8,1277935.8,True,False,False,2024-25,54,142,359,True
100318,MP_1,District_1,Street Lighting,Standard public infrastructure work,Vendor_6,Government Agency,2024-11-27,2025-01-22,2025-08-28,240138.29,240138.29,False,True,False,2024-25,56,218,186,True
100319,MP_2,District_5,Street Lighting,Standard public infrastructure work,Vendor_20,Government Agency,2024-11-12,2025-01-01,2025-09-20,181160.83,181160.83,True,False,False,2024-25,50,262,201,True
100320,MP_10,District_5,School Infrastructure,Standard public infrastructure work,Vendor_6,Government Agency,2024-11-08,2024-12-05,2025-04-21,1013606.33,1013606.33,False,False,False,2024-25,27,137,205,True
100321,MP_3,District_5,Street Lighting,Standard public infrastructure work,Vendor_13,Government Agency,2024-05-20,2024-07-11,2024-12-25,226838.63,226838.63,False,False,False,2024-25,52,167,377,True
100322,MP_6,District_1,Street Lighting,Standard public infrastructure work,Vendor_3,Government Agency,2024-06-28,2024-08-02,2025-04-08,152854.53,152854.53,False,False,False,2024-25,35,249,338,True
100323,MP_2,District_3,Road Construction,Standard public infrastructure work,Vendor_6,Government Agency,2024-12-29,2025-01-11,2025-06-27,1191186.27,1191186.27,False,False,False,2024-25,13,167,154,True
100324,MP_5,District_2,Road Construction,Standard public infrastructure work,Vendor_8,Government Agency,2024-05-09,2024-06-19,2025-04-02,1184719.83,1184719.83,False,False,False,2024-25,41,287,388,True
100325,MP_1,District_3,Street Lighting,Standard public infrastructure work,Vendor_18,Government Agency,2024-06-13,2024-07-14,2024-12-13,203375.35,203375.35,False,True,False,2024-25,31,152,353,True
100326,MP_4,District_5,Street Lighting,Standard public infrastructure work,Vendor_10,Government Agency,2024-08-19,2024-09-05,2025-04-28,231626.87,231626.87,True,False,False,2024-25,17,235,286,True
100327,MP_10,District_4,Drinking Water,Standard public infrastructure work,Vendor_2,Government Agency,2024-07-26,2024-08-05,2025-03-12,321087.26,321087.26,False,False,False,2024-25,10,219,310,True
100328,MP_3,District_3,Drinking Water,Standard public infrastructure work,Vendor_7,Government Agency,2024-06-30,2024-07-27,2025-03-16,216005.7,216005.7,False,False,False,2024-25,27,232,336,True
100329,MP_2,District_4,Drinking Water,Standard public infrastructure work,Vendor_18,Government Agency,2024-12-22,2025-01-01,2025-04-28,345338.12,345338.12,False,False,False,2024-25,10,117,161,True
100330,MP_9,District_1,School Infrastructure,Standard public infrastructure work,Vendor_1,Government Agency,2024-08-17,2024-10-10,2025-05-26,928877.02,928877.02,False,False,False,2024-25,54,228,288,True
100331,MP_8,District_3,School Infrastructure,Standard public infrastructure work,Vendor_3,Government Agency,2024-10-16,2024-11-06,2025-01-30,874429.15,874429.15,False,False,False,2024-25,21,85,228,True
100332,MP_7,District_2,School Infrastructure,Standard public infrastructure work,Vendor_14,Government Agency,2024-08-25,2024-09-18,2025-03-12,882780.87,882780.87,False,False,False,2024-25,24,175,280,True
100333,MP_7,District_4,Drinking Water,Standard public infrastructure work,Vendor_4,Government Agency,2025-01-05,2025-01-29,2025-11-11,368001.97,368001.97,False,False,False,2024-25,24,286,147,True
100334,MP_8,District_5,Street Lighting,Standard public infrastructure work,Vendor_2,Government Agency,2024-09-28,2024-10-11,2025-02-14,225514.08,225514.08,False,False,False,2024-25,13,126,246,True
100335,MP_8,District_4,School Infrastructure,Standard public infrastructure work,Vendor_5,Government Agency,2024-12-05,2025-01-14,2025-09-11,1063806.49,1063806.49,False,True,False,2024-25,40,240,178,True
100336,MP_6,District_5,Drinking Water,Standard public infrastructure work,Vendor_10,Government Agency,2024-05-08,2024-06-07,2024-10-05,273804.98,273804.98,False,False,False,2024-25,30,120,389,True
100337,MP_3,District_4,Drinking Water,Standard public infrastructure work,Vendor_5,Government Agency,2024-04-25,2024-05-17,2024-10-10,273538.26,273538.26,False,False,False,2024-25,22,146,402,True
100338,MP_3,District_1,Community Hall,Standard public infrastructure work,Vendor_15,Government Agency,2025-01-12,2025-02-11,2025-10-28,728298.78,728298.78,False,True,False,2024-25,30,259,140,True
100339,MP_10,District_2,Community Hall,Standard public infrastructure work,Vendor_2,Government Agency,2024-12-29,2025-01-16,2025-10-11,970684.38,970684.38,False,True,False,2024-25,18,268,154,True
100340,MP_4,District_4,Drinking Water,Standard public infrastructure work,Vendor_5,Government Agency,2024-06-27,2024-07-31,2024-11-18,301499.76,301499.76,False,False,False,2024-25,34,110,339,True
100341,MP_2,District_3,Drinking Water,Standard public infrastructure work,Vendor_15,Government Agency,2024-06-20,2024-07-22,2025-01-19,256972.04,256972.04,False,False,False,2024-25,32,181,346,True
100342,MP_2,District_3,Drinking Water,Standard public infrastructure work,Vendor_9,Government Agency,2024-09-22,2024-10-04,2025-02-21,241539.75,241539.75,False,False,False,2024-25,12,140,252,True
100343,MP_7,District_1,Drinking Water,Standard public infrastructure work,Vendor_3,Government Agency,2024-05-13,2024-06-17,2024-08-30,245000.47,245000.47,False,False,False,2024-25,35,74,384,True
100344,MP_4,District_3,Road Construction,Standard public infrastructure work,Vendor_1,Government Agency,2024-09-15,2024-09-28,2025-06-30,1189147.98,1189147.98,False,False,False,2024-25,13,275,259,True
100345,MP_3,District_5,Drinking Water,Standard public infrastructure work,Vendor_5,Government Agency,2024-08-25,2024-09-30,2025-02-16,320465.78,320465.78,False,False,False,2024-25,36,139,280,True
100346,MP_10,District_1,Street Lighting,Standard public infrastructure work,Vendor_4,Government Agency,2024-10-23,2024-11-23,2025-05-16,194156.87,194156.87,False,True,False,2024-25,31,174,221,True
100347,MP_8,District_3,Road Construction,Standard public infrastructure work,Vendor_16,Government Agency,2024-08-02,2024-08-30,2025-04-25,1382685.42,1382685.42,True,False,False,2024-25,28,238,303,True
100348,MP_1,District_1,Street Lighting,Standard public infrastructure work,Vendor_11,Government Agency,2024-06-08,2024-06-23,2024-11-26,236256.21,236256.21,False,False,False,2024-25,15,156,358,True
100349,MP_6,District_3,Drinking Water,Standard public infrastructure work,Vendor_18,Government Agency,2024-05-17,2024-07-13,2025-05-01,242394.36,242394.36,False,False,False,2024-25,57,292,380,True
100350,MP_7,District_4,Drinking Water,Standard public infrastructure work,Vendor_13,Government Agency,2024-12-04,2025-01-05,2025-03-19,331541.66,331541.66,False,False,False,2024-25,32,73,179,True
100351,MP_4,District_5,Road Construction,Standard public infrastructure work,Vendor_10,Government Agency,2024-10-19,2024-12-08,2025-04-03,1353927.61,1353927.61,True,False,False,2024-25,50,116,225,True
100352,MP_1,District_2,Road Construction,Standard public infrastructure work,Vendor_5,Government Agency,2024-09-24,2024-10-21,2025-07-25,1207897.49,1207897.49,False,False,False,2024-25,27,277,250,True
100353,MP_7,District_3,Community Hall,Standard public infrastructure work,Vendor_10,Government Agency,2025-01-05,2025-02-17,2025-07-15,845439.95,845439.95,False,False,False,2024-25,43,148,147,True
100354,MP_10,District_2,Community Hall,Standard public infrastructure work,Vendor_7,Government Agency,2025-01-15,2025-02-13,2025-07-30,786004.41,786004.41,False,True,False,2024-25,29,167,137,True
100355,MP_6,District_3,Community Hall,Standard public infrastructure work,Vendor_10,Government Agency,2024-07-09,2024-07-27,2025-05-07,713229.47,713229.47,False,False,False,2024-25,18,284,327,True
100356,MP_2,District_5,Street Lighting,Standard public infrastructure work,Vendor_1,Government Agency,2024-12-04,2024-12-28,2025-04-25,244979.17,244979.17,False,False,False,2024-25,24,118,179,True
100357,MP_6,District_4,Road Construction,Standard public infrastructure work,Vendor_13,Government Agency,2024-08-15,2024-09-21,2025-05-31,1018743.69,1018743.69,True,False,False,2024-25,37,252,290,True
100358,MP_4,District_3,Drinking Water,Standard public infrastructure work,Vendor_10,Government Agency,2024-08-23,2024-10-13,2025-05-20,350595.9,350595.9,False,False,False,2024-25,51,219,282,True
100359,MP_10,District_2,Community Hall,Standard public infrastructure work,Vendor_18,Government Agency,2024-12-27,2025-02-09,2025-07-03,759910.73,759910.73,False,False,False,2024-25,44,144,156,True
100360,MP_4,District_5,Community Hall,Standard public infrastructure work,Vendor_9,Government Agency,2024-05-09,2024-06-28,2025-02-12,831662.2,831662.2,False,False,False,2024-25,50,229,388,True
100361,MP_1,District_5,Street Lighting,Standard public infrastructure work,Vendor_15,Government Agency,2025-01-21,2025-03-04,2025-08-20,192834.42,192834.42,False,False,False,2024-25,42,169,131,True
100362,MP_2,District_3,Road Construction,Standard public infrastructure work,Vendor_1,Government Agency,2024-09-11,2024-11-07,2025-05-23,1095590.42,1095590.42,False,False,False,2024-25,57,197,263,True
100363,MP_8,District_3,Road Construction,Standard public infrastructure work,Vendor_6,Government Agency,2024-10-26,2024-11-05,2025-05-03,1243092.81,1243092.81,False,False,False,2024-25,10,179,218,True
100364,MP_9,District_5,Community Hall,Standard public infrastructure work,Vendor_7,Government Agency,2024-12-14,2025-01-29,2025-08-13,705681.68,705681.68,True,False,False,2024-25,46,196,169,True
100365,MP_10,District_3,Community Hall,Standard public infrastructure work,Vendor_6,Government Agency,2024-07-01,2024-08-19,2025-03-30,634274.65,634274.65,False,False,False,2024-25,49,223,335,True
100366,MP_2,District_2,Community Hall,Standard public infrastructure work,Vendor_13,Government Agency,2024-08-07,2024-09-28,2025-01-19,803046.61,803046.61,True,False,False,2024-25,52,113,298,True
100367,MP_7,District_3,Road Construction,Standard public infrastructure work,Vendor_1,Government Agency,2024-10-19,2024-12-05,2025-03-12,854458.83,854458.83,True,False,False,2024-25,47,97,225,True
100368,MP_5,District_2,Community Hall,Standard public infrastructure work,Vendor_13,Government Agency,2025-01-08,2025-01-21,2025-05-29,774928.58,774928.58,True,False,False,2024-25,13,128,144,True
100369,MP_8,District_2,Drinking Water,Standard public infrastructure work,Vendor_20,Government Agency,2024-05-25,2024-06-27,2025-01-25,357056.5,357056.5,False,False,False,2024-25,33,212,372,True
100370,MP_5,District_4,Road Construction,Standard public infrastructure work,Vendor_17,Government Agency,2024-07-18,2024-08-29,2025-02-17,1327374.56,1327374.56,True,False,False,2024-25,42,172,318,True
100371,MP_3,District_1,School Infrastructure,Standard public infrastructure work,Vendor_10,Government Agency,2024-10-31,2024-12-02,2025-08-27,901220.16,901220.16,False,False,False,2024-25,32,268,213,True
100372,MP_9,District_5,School Infrastructure,Standard public infrastructure work,Vendor_13,Government Agency,2024-06-24,2024-08-20,2025-03-18,796452.63,796452.63,False,False,False,2024-25,57,210,342,True
100373,MP_2,District_5,Street Lighting,Standard public infrastructure work,Vendor_18,Government Agency,2024-08-04,2024-09-12,2025-04-09,305413.07,305413.07,False,False,False,2024-25,39,209,301,True
100374,MP_10,District_3,Road Construction,Standard public infrastructure work,Vendor_10,Government Agency,2024-09-14,2024-10-27,2025-07-14,1401398.69,1401398.69,False,False,False,2024-25,43,260,260,True
100375,MP_7,District_3,Street Lighting,Standard public infrastructure work,Vendor_8,Government Agency,2024-04-19,2024-06-10,2024-12-23,318772.1,318772.1,False,False,False,2024-25,52,196,408,True
100376,MP_3,District_2,Road Construction,Standard public infrastructure work,Vendor_1,Government Agency,2024-10-22,2024-11-13,2025-05-20,1088779.36,1088779.36,False,False,False,2024-25,22,188,222,True
100377,MP_1,District_5,School Infrastructure,Standard public infrastructure work,Vendor_7,Government Agency,2025-01-07,2025-02-09,2025-05-05,756659.56,756659.56,False,False,False,2024-25,33,85,145,True
100378,MP_1,District_3,Road Construction,Standard public infrastructure work,Vendor_17,Government Agency,2025-01-07,2025-01-19,2025-10-12,1384985.03,1384985.03,False,False,False,2024-25,12,266,145,True
100379,MP_9,District_4,Drinking Water,Standard public infrastructure work,Vendor_1,Government Agency,2024-07-27,2024-09-03,2025-01-26,314410.22,314410.22,False,False,False,2024-25,38,145,309,True
100380,MP_9,District_5,Community Hall,Standard public infrastructure work,Vendor_19,Government Agency,2024-05-18,2024-06-26,2024-10-20,703995.37,703995.37,False,False,False,2024-25,39,116,379,True
100381,MP_2,District_4,Drinking Water,Standard public infrastructure work,Vendor_8,Government Agency,2024-09-20,2024-11-04,2025-03-22,297141.39,297141.39,True,False,False,2024-25,45,138,254,True
100382,MP_2,District_2,School Infrastructure,Standard public infrastructure work,Vendor_13,Government Agency,2024-08-10,2024-09-02,2025-01-03,798641.28,798641.28,False,False,False,2024-25,23,123,295,True
100383,MP_4,District_3,Road Construction,Standard public infrastructure work,Vendor_11,Government Agency,2024-12-12,2025-01-22,2025-06-21,1183149.77,1183149.77,False,False,False,2024-25,41,150,171,True
100384,MP_1,District_1,Street Lighting,Standard public infrastructure work,Vendor_2,Government Agency,2025-01-20,2025-02-23,2025-10-04,260070.02,260070.02,False,False,False,2024-25,34,223,132,True
100385,MP_10,District_4,Drinking Water,Standard public infrastructure work,Vendor_3,Government Agency,2024-06-10,2024-07-26,2025-04-22,368085.42,368085.42,False,False,False,2024-25,46,270,356,True
100386,MP_9,District_4,School Infrastructure,Standard public infrastructure work,Vendor_17,Government Agency,2024-12-01,2024-12-31,2025-05-03,986301.39,986301.39,False,False,False,2024-25,30,123,182,True
100387,MP_6,District_2,Street Lighting,Standard public infrastructure work,Vendor_10,Government Agency,2024-05-29,2024-06-20,2024-08-29,195017.21,195017.21,False,False,False,2024-25,22,70,368,True
100388,MP_9,District_5,Community Hall,Standard public infrastructure work,Vendor_2,Government Agency,2024-04-02,2024-05-25,2024-12-09,902077.72,902077.72,True,True,False,2024-25,53,198,425,True
100389,MP_2,District_4,Community Hall,Standard public infrastructure work,Vendor_18,Government Agency,2024-11-25,2025-01-05,2025-06-26,781190.95,781190.95,False,False,False,2024-25,41,172,188,True
100390,MP_3,District_3,School Infrastructure,Standard public infrastructure work,Vendor_1,Government Agency,2025-01-03,2025-02-02,2025-08-02,1075151.89,1075151.89,False,False,False,2024-25,30,181,149,True
100391,MP_10,District_5,Street Lighting,Standard public infrastructure work,Vendor_6,Government Agency,2024-09-08,2024-10-11,2025-03-03,254288.01,254288.01,False,False,False,2024-25,33,143,266,True
100392,MP_8,District_1,School Infrastructure,Standard public infrastructure work,Vendor_6,Government Agency,2024-09-23,2024-10-17,2024-12-20,1026277.93,1026277.93,False,False,False,2024-25,24,64,251,True
100393,MP_6,District_1,Community Hall,Standard public infrastructure work,Vendor_8,Government Agency,2024-12-14,2025-01-21,2025-10-06,775508.8,775508.8,False,False,False,2024-25,38,258,169,True
100394,MP_8,District_3,Drinking Water,Standard public infrastructure work,Vendor_6,Government Agency,2024-09-10,2024-10-21,2025-02-18,352262.95,352262.95,False,False,False,2024-25,41,120,264,True
100395,MP_1,District_3,Street Lighting,Standard public infrastructure work,Vendor_11,Government Agency,2025-01-16,2025-02-15,2025-10-14,219577.86,219577.86,False,False,False,2024-25,30,241,136,True
100396,MP_6,District_2,Drinking Water,Standard public infrastructure work,Vendor_4,Government Agency,2024-04-25,2024-05-20,2025-01-31,348213.51,348213.51,False,False,False,2024-25,25,256,402,True
100397,MP_4,District_5,School Infrastructure,Standard public infrastructure work,Vendor_19,Government Agency,2025-01-01,2025-02-22,2025-11-02,1172706.63,1172706.63,False,False,False,2024-25,52,253,151,True
100398,MP_3,District_3,Road Construction,Standard public infrastructure work,Vendor_5,Government Agency,2024-09-17,2024-10-17,2024-12-27,1107766.72,1107766.72,False,False,False,2024-25,30,71,257,True
100399,MP_4,District_1,Community Hall,Standard public infrastructure work,Vendor_11,Government Agency,2024-06-14,2024-07-11,2025-02-10,1066402.25,1066402.25,False,False,False,2024-25,27,214,352,True
100400,MP_5,District_4,Road Construction,Standard public infrastructure work,Vendor_5,Government Agency,2024-05-29,2024-10-16,2025-05-04,1100000.0,1100000.0,False,False,False,2024-25,140,200,368,True
100401,MP_9,District_1,Road Construction,Standard public infrastructure work,Vendor_10,Government Agency,2024-06-03,2024-10-21,2025-05-09,1100000.0,1100000.0,False,False,False,2024-25,140,200,363,True
100402,MP_7,District_4,Road Construction,Standard public infrastructure work,Vendor_1,Government Agency,2024-08-21,2025-01-08,2025-07-27,1100000.0,1100000.0,False,False,False,2024-25,140,200,284,True
100403,MP_8,District_4,Road Construction,Standard public infrastructure work,Vendor_18,Government Agency,2024-10-26,2025-03-15,2025-10-01,1100000.0,1100000.0,False,False,False,2024-25,140,200,218,True
100404,MP_2,District_4,Road Construction,Standard public infrastructure work,Vendor_18,Government Agency,2024-07-21,2024-12-08,2025-06-26,1100000.0,1100000.0,False,False,False,2024-25,140,200,315,True
100405,MP_1,District_3,Road Construction,Standard public infrastructure work,Vendor_11,Government Agency,2024-10-24,2025-03-13,2025-09-29,1100000.0,1100000.0,False,False,False,2024-25,140,200,220,True
100406,MP_8,District_4,Road Construction,Standard public infrastructure work,Vendor_6,Government Agency,2024-08-09,2024-12-27,2025-07-15,1100000.0,1100000.0,False,False,False,2024-25,140,200,296,True
100407,MP_8,District_2,Road Construction,Standard public infrastructure work,Vendor_13,Government Agency,2025-01-18,2025-06-07,2025-12-24,1100000.0,1100000.0,False,False,False,2024-25,140,200,134,True
100408,MP_1,District_2,Community Hall,Standard public infrastructure work,Vendor_4,Government Agency,2024-04-26,2024-05-26,2026-01-16,800000.0,800000.0,False,False,False,2024-25,30,600,401,True
100409,MP_8,District_4,Community Hall,Standard public infrastructure work,Vendor_8,Government Agency,2025-01-24,2025-02-23,2026-10-16,800000.0,800000.0,False,False,False,2024-25,30,600,128,True
100410,MP_6,District_4,Community Hall,Standard public infrastructure work,Vendor_8,Government Agency,2024-04-29,2024-05-29,2026-01-19,800000.0,800000.0,False,False,False,2024-25,30,600,398,True
100411,MP_8,District_2,Community Hall,Standard public infrastructure work,Vendor_17,Government Agency,2024-08-06,2024-09-05,2026-04-28,800000.0,800000.0,False,False,False,2024-25,30,600,299,True
100412,MP_4,District_4,Community Hall,Standard public infrastructure work,Vendor_16,Government Agency,2024-11-21,2024-12-21,2026-08-13,800000.0,800000.0,False,False,False,2024-25,30,600,192,True
100413,MP_7,District_5,Community Hall,Standard public infrastructure work,Vendor_15,Government Agency,2024-09-02,2024-10-02,2026-05-25,800000.0,800000.0,False,False,False,2024-25,30,600,272,True
100414,MP_1,District_1,Road Construction,Standard public infrastructure work,Vendor_9,Government Agency,2024-09-26,2024-10-16,2025-01-24,16666666.666666666,16666666.666666666,False,False,False,2024-25,20,100,248,True
100415,MP_1,District_1,Road Construction,Standard public infrastructure work,Vendor_20,Government Agency,2025-01-18,2025-02-07,2025-05-18,16666666.666666666,16666666.666666666,False,False,False,2024-25,20,100,134,True
100416,MP_1,District_1,Road Construction,Standard public infrastructure work,Vendor_10,Government Agency,2024-11-25,2024-12-15,2025-03-25,16666666.666666666,16666666.666666666,False,False,False,2024-25,20,100,188,True
100417,MP_1,District_1,Road Construction,Standard public infrastructure work,Vendor_8,Government Agency,2024-10-24,2024-11-13,2025-02-21,16666666.666666666,16666666.666666666,False,False,False,2024-25,20,100,220,True
100418,MP_1,District_1,Road Construction,Standard public infrastructure work,Vendor_14,Government Agency,2025-01-01,2025-01-21,2025-05-01,16666666.666666666,16666666.666666666,False,False,False,2024-25,20,100,151,True
100419,MP_1,District_1,Road Construction,Standard public infrastructure work,Vendor_7,Government Agency,2024-07-28,2024-08-17,2024-11-25,16666666.666666666,16666666.666666666,False,False,False,2024-25,20,100,308,True
100420,MP_1,District_1,Street Lighting,Standard public infrastructure work,Vendor_10,Government Agency,2024-04-11,2024-05-01,2024-06-30,45000.0,45000.0,False,False,False,2024-25,20,60,416,True
100421,MP_2,District_2,Street Lighting,Standard public infrastructure work,Vendor_7,Government Agency,2024-05-28,2024-06-17,2024-08-16,45000.0,45000.0,False,False,False,2024-25,20,60,369,True
100422,MP_2,District_3,Street Lighting,Standard public infrastructure work,Vendor_20,Government Agency,2024-05-20,2024-06-09,2024-08-08,45000.0,45000.0,False,False,False,2024-25,20,60,377,True
100423,MP_6,District_2,Street Lighting,Standard public infrastructure work,Vendor_20,Government Agency,2024-12-27,2025-01-16,2025-03-17,45000.0,45000.0,False,False,False,2024-25,20,60,156,True
100424,MP_5,District_4,Street Lighting,Standard public infrastructure work,Vendor_3,Government Agency,2025-01-18,2025-02-07,2025-04-08,45000.0,45000.0,False,False,False,2024-25,20,60,134,True
100425,MP_9,District_4,Community Hall,Standard public infrastructure work,Vendor_TrustXYZ,Trust/Society,2024-05-26,2024-06-15,2024-09-23,1600000.0,1600000.0,False,False,False,2024-25,20,100,371,True
100426,MP_7,District_3,Community Hall,Standard public infrastructure work,Vendor_TrustXYZ,Trust/Society,2024-07-19,2024-08-08,2024-11-16,1600000.0,1600000.0,False,False,False,2024-25,20,100,317,True
100427,MP_8,District_5,Community Hall,Standard public infrastructure work,Vendor_TrustXYZ,Trust/Society,2024-05-26,2024-06-15,2024-09-23,1600000.0,1600000.0,False,False,False,2024-25,20,100,371,True
100428,MP_10,District_4,Community Hall,Standard public infrastructure work,Vendor_TrustXYZ,Trust/Society,2024-05-19,2024-06-08,2024-09-16,1600000.0,1600000.0,False,False,False,2024-25,20,100,378,True
100429,MP_4,District_5,Community Hall,Temple construction and renovation work,Vendor_13,Government Agency,2024-05-06,2024-05-26,2024-09-03,700000.0,700000.0,False,False,False,2024-25,20,100,391,True
100430,MP_5,District_2,Community Hall,Temple construction and renovation work,Vendor_4,Government Agency,2024-11-09,2024-11-29,2025-03-09,700000.0,700000.0,False,False,False,2024-25,20,100,204,True
100431,MP_2,District_2,Community Hall,Temple construction and renovation work,Vendor_11,Government Agency,2024-07-05,2024-07-25,2024-11-02,700000.0,700000.0,False,False,False,2024-25,20,100,331,True
100432,MP_5,District_2,Drinking Water,Standard public infrastructure work,Vendor_8,Government Agency,2024-08-06,2024-08-26,2024-12-04,4500000.0,4500000.0,False,False,False,2024-25,20,100,299,True
100433,MP_8,District_3,Drinking Water,Standard public infrastructure work,Vendor_12,Government Agency,2024-07-21,2024-08-10,2024-11-18,4500000.0,4500000.0,False,False,False,2024-25,20,100,315,True
100434,MP_7,District_1,Drinking Water,Standard public infrastructure work,Vendor_1,Government Agency,2024-12-03,2024-12-23,2025-04-02,4500000.0,4500000.0,False,False,False,2024-25,20,100,180,True
100435,MP_10,District_1,Drinking Water,Standard public infrastructure work,Vendor_10,Government Agency,2024-09-28,2024-10-18,2025-01-26,4500000.0,4500000.0,False,False,False,2024-25,20,100,246,True
100436,MP_8,District_2,Drinking Water,Standard public infrastructure work,Vendor_9,Government Agency,2025-01-03,2025-01-23,2025-05-03,4500000.0,4500000.0,False,False,False,2024-25,20,100,149,True
100437,MP_9,District_5,Road Construction,Standard public infrastructure work,Vendor_16,Government Agency,2024-07-15,2024-08-09,2024-11-17,770000.0,770000.0,False,False,False,2024-25,25,100,321,True
100438,MP_7,District_5,Road Construction,Standard public infrastructure work,Vendor_7,Government Agency,2024-05-02,2024-05-27,2024-09-04,700000.0,700000.0,False,False,False,2024-25,25,100,395,True
